,LAT,LON
0,23.913084,90.253413
1,14.58378,18.614415
2,30.618548,69.385255
3,38.903111,70.535645
4,22.581275,79.369344
5,20.894762,56.116013
6,41.268143,74.079236
7,26.05794,50.535348
8,32.937536,42.53927
9,28.359663,83.534056
10,15.951247,30.260963
11,41.65601,63.423374
12,25.235562,51.151121
13,33.633165,65.495842
14,23.715363,53.678218
